fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,wine_type,quality_binary,alcohol_category,acidity_ratio,sulfur_ratio,sugar_alcohol_interaction,ph_category,is_excellent,is_poor
6.8,0.23,0.29,15.4,0.073,56.0,173.0,0.9984,3.06,0.41,8.7,6,white,1,Low,29.437229437229433,0.3236975508812088,133.98,Acidic,0,0
6.4,0.26,0.21,7.1,0.04,35.0,162.0,0.9956,3.39,0.58,9.9,6,white,1,Low,24.521072796934867,0.21604804908611674,70.28999999999999,Moderate,0,0
7.6,0.3,0.22,10.2,0.049,57.0,191.0,0.9966,3.08,0.4,9.3,6,white,1,Low,25.249169435215947,0.2984277569227386,94.86,Acidic,0,0
7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,white,0,Low,22.65861027190332,0.24369543113083084,116.56,Acidic,0,0
7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5,white,0,Low,19.947506561679788,0.07758553805570641,31.96,Acidic,0,0
8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6,white,1,Low,43.78109452736319,0.32608518431965045,132.0,Acidic,0,0
7.5,0.33,0.39,12.4,0.065,29.0,119.0,0.9974,3.16,0.39,9.4,5,white,0,Low,22.65861027190332,0.24369543113083084,116.56,Acidic,0,0
8.8,0.2,0.43,15.0,0.053,60.0,184.0,1.0008,3.28,0.79,8.8,6,white,1,Low,43.78109452736319,0.32608518431965045,132.0,Acidic,0,0
6.6,0.36,0.21,1.5,0.049,39.0,184.0,0.9928,3.18,0.41,9.9,6,white,1,Low,18.282548476454295,0.21195536980777277,14.850000000000001,Acidic,0,0
7.6,0.38,0.2,3.4,0.046,9.0,116.0,0.9944,3.15,0.41,9.4,5,white,0,Low,19.947506561679788,0.07758553805570641,31.96,Acidic,0,0
5.6,0.46,0.24,4.8,0.042,24.0,72.0,0.9908,3.29,0.37,12.6,6,white,1,High,12.147505422993492,0.3333287037680032,60.48,Acidic,0,0
7.2,0.15,0.38,1.2,0.038,18.0,110.0,0.9917,3.19,0.43,11.1,6,white,1,Medium,47.682119205298015,0.1636348760465814,13.319999999999999,Acidic,0,0
8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,white,1,High,19.477434679334916,0.30999690003099967,52.48,Very_Acidic,0,0
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6,white,1,Medium,22.591362126245848,0.060975237955866124,33.599999999999994,Acidic,0,0
6.7,0.27,0.3,13.9,0.029,34.0,131.0,0.9953,3.36,0.5,12.0,7,white,1,Medium,24.723247232472325,0.2595400035114236,166.8,Moderate,0,0
7.2,0.5,0.0,0.8,0.034,46.0,114.0,0.9932,3.19,0.34,9.2,4,white,0,Low,14.37125748502994,0.403505232410242,7.359999999999999,Acidic,0,1
6.0,0.26,0.29,1.0,0.032,27.0,96.0,0.9896,3.38,0.44,12.3,6,white,1,High,22.988505747126435,0.28124707034301727,12.3,Moderate,0,0
6.8,0.33,0.28,1.2,0.032,38.0,131.0,0.9889,3.19,0.41,13.0,6,white,1,High,20.543806646525677,0.29007412157159107,15.6,Acidic,0,0
6.8,0.3,0.35,2.8,0.038,10.0,164.0,0.9912,3.09,0.53,12.0,6,white,1,Medium,22.591362126245848,0.060975237955866124,33.599999999999994,Acidic,0,0
7.4,0.29,0.31,1.7,0.035,23.0,110.0,0.9926,3.07,0.38,10.9,5,white,0,Medium,25.429553264604813,0.20908900828174287,18.53,Acidic,0,0
8.2,0.42,0.29,4.1,0.03,31.0,100.0,0.9911,3.0,0.32,12.8,7,white,1,High,19.477434679334916,0.30999690003099967,52.48,Very_Acidic,0,0
7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,6,white,1,Low,38.21989528795812,0.14718551001943714,63.0,Moderate,0,0
6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5,white,0,Low,20.24922118380062,0.21211992654589973,103.5,Acidic,0,0
7.1,0.32,0.4,1.5,0.034,13.0,84.0,0.9944,3.42,0.6,10.4,5,white,0,Medium,22.118380062305295,0.15476006238020976,15.600000000000001,Moderate,0,0
6.5,0.32,0.12,11.5,0.033,35.0,165.0,0.9974,3.22,0.32,9.0,5,white,0,Low,20.24922118380062,0.21211992654589973,103.5,Acidic,0,0
7.3,0.19,0.24,6.3,0.054,34.0,231.0,0.9964,3.36,0.54,10.0,6,white,1,Low,38.21989528795812,0.14718551001943714,63.0,Moderate,0,0
7.3,0.17,0.23,6.3,0.051,35.0,240.0,0.9963,3.36,0.54,10.0,6,white,1,Low,42.69005847953216,0.14583272569697625,63.0,Moderate,0,0
7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,white,1,Medium,17.460317460317462,0.24550751193106626,126.56,Acidic,0,0
7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,white,1,Medium,17.460317460317462,0.24550751193106626,126.56,Acidic,0,0
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,white,1,Medium,15.071283095723015,0.2222207697988902,181.2,Acidic,0,0
7.7,0.44,0.24,11.2,0.031,41.0,167.0,0.9948,3.12,0.43,11.3,7,white,1,Medium,17.460317460317462,0.24550751193106626,126.56,Acidic,0,0
7.4,0.49,0.24,15.1,0.03,34.0,153.0,0.9953,3.13,0.51,12.0,7,white,1,Medium,15.071283095723015,0.2222207697988902,181.2,Acidic,0,0
6.4,0.21,0.3,5.6,0.044,43.0,160.0,0.9949,3.6,0.41,10.6,6,white,1,Medium,30.331753554502374,0.26874832032299795,59.35999999999999,Moderate,0,0
8.0,0.55,0.42,12.6,0.211,37.0,213.0,0.9988,2.99,0.56,9.3,5,white,0,Low,14.519056261343012,0.17370810465678566,117.18,Very_Acidic,0,0
7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6,white,1,Low,36.64921465968586,0.25961288833761215,53.580000000000005,Acidic,0,0
7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,white,1,Medium,29.87551867219917,0.36274154174959067,24.200000000000003,Acidic,0,0
6.5,0.34,0.36,11.0,0.052,53.0,247.0,0.9984,3.44,0.55,9.3,6,white,1,Low,19.061583577712607,0.2145740300646556,102.30000000000001,Moderate,0,0
7.0,0.19,0.23,5.7,0.123,27.0,104.0,0.9954,3.04,0.54,9.4,6,white,1,Low,36.64921465968586,0.25961288833761215,53.580000000000005,Acidic,0,0
6.9,0.18,0.33,1.0,0.054,24.0,164.0,0.9926,3.42,0.51,10.5,5,white,0,Medium,38.12154696132597,0.1463405710940787,10.5,Moderate,0,0
7.2,0.24,0.29,2.2,0.037,37.0,102.0,0.992,3.27,0.64,11.0,7,white,1,Medium,29.87551867219917,0.36274154174959067,24.200000000000003,Acidic,0,0
8.2,0.18,0.31,11.8,0.039,96.0,249.0,0.9976,3.07,0.52,9.5,6,white,1,Low,45.30386740331492,0.3855406203187939,112.10000000000001,Acidic,0,0
8.3,0.28,0.45,7.8,0.059,32.0,139.0,0.9972,3.33,0.77,11.2,6,white,1,Medium,29.537366548042705,0.23021417112107107,87.36,Moderate,0,0
6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,6,white,1,High,17.88856304985337,0.22340187870341804,57.81,Acidic,0,0
7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,white,0,Low,16.780045351473923,0.2802529920191591,103.5,Acidic,0,0
7.6,0.26,0.58,7.9,0.041,62.0,180.0,0.9966,3.07,0.38,9.0,5,white,0,Low,29.11877394636015,0.34444253087482846,71.10000000000001,Acidic,0,0
7.4,0.44,0.2,11.5,0.049,44.0,157.0,0.998,3.27,0.44,9.0,5,white,0,Low,16.780045351473923,0.2802529920191591,103.5,Acidic,0,0
8.7,0.49,0.57,17.8,0.052,34.0,243.0,1.0007,2.98,0.82,9.0,5,white,0,Low,17.718940936863543,0.13991711968263504,160.20000000000002,Very_Acidic,0,0
7.0,0.24,0.25,1.7,0.042,48.0,189.0,0.992,3.25,0.42,11.4,6,white,1,Medium,29.04564315352697,0.25396691022798823,19.38,Acidic,0,0
7.1,0.25,0.25,1.6,0.046,50.0,181.0,0.9925,3.2,0.42,11.0,7,white,1,Medium,28.286852589641434,0.27624156772614517,17.6,Acidic,0,0
6.1,0.34,0.46,4.7,0.029,21.0,94.0,0.991,3.29,0.62,12.3,6,white,1,High,17.88856304985337,0.22340187870341804,57.81,Acidic,0,0
6.4,0.18,0.31,1.6,0.049,36.0,127.0,0.9934,3.6,0.67,10.4,7,white,1,Medium,35.35911602209945,0.28346233494224454,16.64,Moderate,0,0
8.3,0.27,0.39,2.4,0.058,16.0,107.0,0.9955,3.28,0.59,10.3,5,white,0,Medium,30.627306273062732,0.14953131279146922,24.720000000000002,Acidic,0,0
6.8,0.24,0.35,6.4,0.048,44.0,172.0,0.9944,3.29,0.55,10.5,7,white,1,Medium,28.21576763485477,0.2558124662065918,67.2,Acidic,0,0
8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6,white,1,Low,36.199095022624434,0.42131765828599854,137.20000000000002,Acidic,0,0
10.0,0.91,0.42,1.6,0.056,34.0,181.0,0.9968,3.11,0.46,10.0,4,white,0,Low,10.97694840834248,0.1878442660537787,16.0,Acidic,0,1
8.9,0.34,0.34,1.6,0.056,13.0,176.0,0.9946,3.14,0.47,9.7,5,white,0,Low,26.099706744868033,0.07386321668626883,15.52,Acidic,0,0
8.9,0.33,0.34,1.4,0.056,14.0,171.0,0.9946,3.13,0.47,9.7,5,white,0,Low,26.88821752265861,0.08187086625224414,13.579999999999998,Acidic,0,0
8.0,0.22,0.28,14.0,0.053,83.0,197.0,0.9981,3.14,0.45,9.8,6,white,1,Low,36.199095022624434,0.42131765828599854,137.20000000000002,Acidic,0,0
6.7,0.18,0.19,4.7,0.046,57.0,161.0,0.9946,3.32,0.66,10.5,6,white,1,Medium,37.01657458563536,0.35403506810516705,49.35,Moderate,0,0
7.8,0.2,0.28,10.2,0.054,78.0,186.0,0.997,3.14,0.46,10.0,6,white,1,Low,38.80597014925373,0.41935258412589177,102.0,Acidic,0,0
7.3,0.13,0.31,2.3,0.054,22.0,104.0,0.9924,3.24,0.92,11.5,7,white,1,Medium,55.725190839694655,0.21153642753435062,26.45,Acidic,0,0
6.6,0.28,0.3,7.8,0.049,57.0,202.0,0.9958,3.24,0.39,9.5,5,white,0,Low,23.48754448398576,0.28217682090682716,74.1,Acidic,0,0
7.1,0.25,0.3,2.4,0.042,25.0,122.0,0.994,3.43,0.61,10.5,6,white,1,Medium,28.286852589641434,0.20491635314464635,25.2,Moderate,0,0
7.6,0.36,0.44,8.3,0.255,28.0,142.0,0.9958,3.12,0.43,10.2,6,white,1,Medium,21.05263157894737,0.19718170998795784,84.66,Acidic,0,0
7.6,0.27,0.25,13.9,0.05,45.0,199.0,0.9984,3.34,0.5,9.8,6,white,1,Low,28.044280442804425,0.22612951693710082,136.22000000000003,Moderate,0,0
6.9,0.37,0.28,13.8,0.031,34.0,137.0,0.9948,3.1,0.37,11.6,6,white,1,Medium,18.598382749326145,0.24817337099729198,160.08,Acidic,0,0
7.4,0.21,0.27,7.3,0.031,41.0,144.0,0.9932,3.15,0.38,11.8,7,white,1,Medium,35.07109004739337,0.2847202449982986,86.14,Acidic,0,0
8.2,0.18,0.28,8.5,0.035,41.0,140.0,0.9952,3.04,0.37,10.1,7,white,1,Medium,45.30386740331492,0.29285505103534976,85.85,Acidic,0,0
6.3,0.19,0.21,1.8,0.049,35.0,163.0,0.9924,3.31,0.5,10.3,6,white,1,Medium,32.98429319371728,0.21472260906374807,18.540000000000003,Moderate,0,0
7.0,0.21,0.22,5.1,0.048,38.0,168.0,0.9945,3.34,0.49,10.4,6,white,1,Medium,33.17535545023697,0.22618912982660816,53.04,Moderate,0,0
5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,white,0,Low,17.5226586102719,0.15662556249661147,142.845,Acidic,0,0
5.8,0.33,0.2,16.05,0.047,26.0,166.0,0.9976,3.09,0.46,8.9,5,white,0,Low,17.5226586102719,0.15662556249661147,142.845,Acidic,0,0
7.9,0.29,0.31,7.35,0.034,37.0,154.0,0.9938,3.06,0.31,10.8,5,white,0,Medium,27.147766323024058,0.24025818014168737,79.38,Acidic,0,0
6.6,0.31,0.38,16.05,0.058,16.0,165.0,0.9997,3.38,0.6,9.2,5,white,0,Low,21.221864951768488,0.09696910927812559,147.66,Moderate,0,0
8.0,0.19,0.3,2.0,0.053,48.0,140.0,0.994,3.18,0.49,9.6,6,white,1,Low,41.8848167539267,0.3428546938950436,19.2,Acidic,0,0
8.0,0.2,0.36,1.2,0.032,21.0,78.0,0.9921,3.08,0.37,10.4,6,white,1,Medium,39.80099502487562,0.26922731759849233,12.48,Acidic,0,0
8.0,0.25,0.26,14.0,0.043,41.0,248.0,0.9986,3.03,0.57,8.7,6,white,1,Low,31.872509960159363,0.16532191402454022,121.79999999999998,Acidic,0,0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,white,1,Low,35.82089552238806,0.13592101047562644,149.04,Acidic,0,0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,white,0,Low,25.581395348837212,0.21126661377176634,131.56,Acidic,0,0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,white,1,Low,35.82089552238806,0.13592101047562644,149.04,Acidic,0,0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,white,0,Low,25.581395348837212,0.21126661377176634,131.56,Acidic,0,0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,white,0,Low,25.581395348837212,0.21126661377176634,131.56,Acidic,0,0
6.4,0.22,0.32,7.9,0.029,34.0,124.0,0.9948,3.4,0.39,10.2,5,white,0,Medium,28.959276018099548,0.27419133716663574,80.58,Moderate,0,0
7.2,0.2,0.61,16.2,0.043,14.0,103.0,0.9987,3.06,0.36,9.2,6,white,1,Low,35.82089552238806,0.13592101047562644,149.04,Acidic,0,0
7.0,0.53,0.02,1.0,0.036,39.0,107.0,0.993,3.2,0.32,9.0,5,white,0,Low,13.182674199623351,0.36448257492920627,9.0,Acidic,0,0
7.3,0.24,0.41,13.6,0.05,41.0,178.0,0.9988,3.37,0.43,9.7,5,white,0,Low,30.29045643153527,0.23033578463042342,131.92,Moderate,0,0
7.2,0.24,0.4,17.85,0.049,50.0,185.0,1.0,3.34,0.42,9.6,5,white,0,Low,29.87551867219917,0.27026880935778724,171.36,Moderate,0,0
7.6,0.15,0.4,1.3,0.036,24.0,112.0,0.9932,3.14,0.76,10.0,5,white,0,Low,50.33112582781457,0.21428380103749073,13.0,Acidic,0,0
7.7,0.3,0.42,14.3,0.045,45.0,213.0,0.9991,3.18,0.63,9.2,5,white,0,Low,25.581395348837212,0.21126661377176634,131.56,Acidic,0,0
7.6,0.33,0.41,13.7,0.045,44.0,197.0,0.9989,3.18,0.64,9.1,5,white,0,Low,22.9607250755287,0.22334912005522814,124.66999999999999,Acidic,0,0
6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,5,white,0,Low,28.21576763485477,0.28168815712565404,159.20999999999998,Acidic,0,0
6.8,0.24,0.31,18.3,0.046,40.0,142.0,1.0,3.3,0.41,8.7,5,white,0,Low,28.21576763485477,0.28168815712565404,159.20999999999998,Acidic,0,0
6.8,0.35,0.44,6.5,0.056,31.0,161.0,0.9952,3.14,0.44,9.5,5,white,0,Low,19.373219373219374,0.19254538791684522,61.75,Acidic,0,0
7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,6,white,1,Low,30.268199233716476,0.34433799840566787,97.85000000000001,Very_Acidic,0,0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,white,1,Low,25.77319587628866,0.31927518508924646,72.09,Very_Acidic,0,0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,white,1,Low,25.77319587628866,0.31927518508924646,72.09,Very_Acidic,0,0
7.2,0.31,0.41,8.6,0.053,15.0,89.0,0.9976,3.29,0.64,9.9,6,white,1,Low,23.15112540192926,0.16853743216368355,85.14,Acidic,0,0
6.7,0.44,0.31,1.9,0.03,41.0,104.0,0.99,3.29,0.62,12.6,7,white,1,High,15.192743764172336,0.3942269785867443,23.939999999999998,Acidic,0,0
10.0,0.23,0.27,14.1,0.033,45.0,166.0,0.9988,2.72,0.43,9.7,6,white,1,Low,43.290043290043286,0.2710827043210583,136.76999999999998,Very_Acidic,0,0
7.4,0.21,0.3,7.9,0.039,14.0,118.0,0.9942,2.96,0.34,10.4,5,white,0,Medium,35.07109004739337,0.11864306234692926,82.16000000000001,Very_Acidic,0,0
8.8,0.23,0.35,10.7,0.04,26.0,183.0,0.9984,2.93,0.49,9.1,6,white,1,Low,38.095238095238095,0.14207572636215102,97.36999999999999,Very_Acidic,0,0
7.8,0.34,0.27,1.2,0.04,25.0,106.0,0.9932,3.01,0.55,10.4,5,white,0,Medium,22.87390029325513,0.23584683163366382,12.48,Acidic,0,0
7.9,0.26,0.33,10.3,0.039,73.0,212.0,0.9969,2.93,0.49,9.5,6,white,1,Low,30.268199233716476,0.34433799840566787,97.85000000000001,Very_Acidic,0,0
7.5,0.29,0.67,8.1,0.037,53.0,166.0,0.9966,2.9,0.41,8.9,6,white,1,Low,25.77319587628866,0.31927518508924646,72.09,Very_Acidic,0,0
6.0,0.28,0.35,1.9,0.037,16.0,120.0,0.9933,3.16,0.69,10.6,5,white,0,Medium,21.352313167259783,0.1333322222314814,20.139999999999997,Acidic,0,0
7.9,0.37,0.3,2.7,0.029,64.0,158.0,0.9916,3.12,0.59,12.0,7,white,1,Medium,21.29380053908356,0.4050607274637502,32.400000000000006,Acidic,0,0
7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7,white,1,High,19.94459833795014,0.2653034152712727,71.25,Very_Acidic,0,0
7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,5,white,0,Low,58.01526717557251,0.3174577979539845,89.28,Acidic,0,0
6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5,white,0,Low,26.294820717131472,0.2999983333425925,74.52,Acidic,0,0
7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,6,white,1,Low,39.226519337016576,0.28168617343417696,12.870000000000001,Acidic,0,0
7.9,0.3,0.27,8.5,0.036,20.0,112.0,0.9939,2.96,0.46,11.7,6,white,1,Medium,26.245847176079735,0.17856983419790895,99.44999999999999,Very_Acidic,0,0
8.3,0.23,0.3,2.1,0.049,21.0,153.0,0.9953,3.09,0.5,9.6,6,white,1,Low,35.930735930735935,0.13725400487578512,20.16,Acidic,0,0
6.8,0.43,0.3,3.5,0.033,27.0,135.0,0.9906,3.0,0.37,12.0,6,white,1,Medium,15.777262180974478,0.19999851852949238,42.0,Very_Acidic,0,0
7.2,0.36,0.36,5.7,0.038,26.0,98.0,0.9914,2.93,0.59,12.5,7,white,1,High,19.94459833795014,0.2653034152712727,71.25,Very_Acidic,0,0
6.6,0.25,0.36,8.1,0.045,54.0,180.0,0.9958,3.08,0.42,9.2,5,white,0,Low,26.294820717131472,0.2999983333425925,74.52,Acidic,0,0
7.1,0.18,0.26,1.3,0.041,20.0,71.0,0.9926,3.04,0.74,9.9,6,white,1,Low,39.226519337016576,0.28168617343417696,12.870000000000001,Acidic,0,0
6.6,0.35,0.29,14.4,0.044,54.0,177.0,0.9991,3.17,0.58,8.9,6,white,1,Low,18.803418803418804,0.30508302212981847,128.16,Acidic,0,0
7.3,0.22,0.5,13.7,0.049,56.0,189.0,0.9994,3.24,0.66,9.0,6,white,1,Low,33.03167420814479,0.29629472859931955,123.3,Acidic,0,0
8.1,0.26,0.33,11.1,0.052,52.5,158.0,0.9976,3.03,0.49,10.2,7,white,1,Medium,31.034482758620687,0.3322763779976076,113.21999999999998,Acidic,0,0
7.6,0.13,0.34,9.3,0.062,40.0,126.0,0.9966,3.21,0.39,9.6,5,white,0,Low,58.01526717557251,0.3174577979539845,89.28,Acidic,0,0
7.0,0.12,0.19,4.9,0.055,27.0,127.0,0.9953,3.29,0.41,9.4,5,white,0,Low,57.85123966942149,0.2125967512066834,46.06,Acidic,0,0
8.2,0.37,0.27,1.7,0.028,10.0,59.0,0.9923,2.97,0.48,10.4,5,white,0,Medium,22.10242587601078,0.16948865273469943,17.68,Very_Acidic,0,0
7.6,0.26,0.36,1.6,0.032,6.0,106.0,0.993,3.15,0.4,10.4,4,white,0,Medium,29.11877394636015,0.056603239592079316,16.64,Acidic,0,1
6.3,0.2,0.58,1.4,0.204,15.0,97.0,0.9931,3.16,0.43,10.0,6,white,1,Low,31.34328358208955,0.1546375810558654,14.0,Acidic,0,0
6.3,0.22,0.57,1.4,0.208,14.0,96.0,0.9932,3.16,0.43,10.0,6,white,1,Low,28.50678733031674,0.14583181425193487,14.0,Acidic,0,0
7.1,0.25,0.28,1.6,0.052,46.0,169.0,0.9926,3.05,0.41,10.5,5,white,0,Medium,28.286852589641434,0.2721877385340915,16.8,Acidic,0,0
7.0,0.27,0.32,6.8,0.047,47.0,193.0,0.9938,3.23,0.39,11.4,6,white,1,Medium,25.830258302583022,0.24352205428987414,77.52,Acidic,0,0
8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,5,white,0,Medium,25.806451612903224,0.26744030557961873,98.93999999999998,Acidic,0,0
9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,6,white,1,Medium,33.94833948339483,0.21491133810816618,109.2,Acidic,0,0
7.1,0.49,0.22,2.0,0.047,146.5,307.5,0.9924,3.24,0.37,11.0,3,white,0,Medium,14.460285132382891,0.4764212148903581,22.0,Acidic,0,1
9.2,0.71,0.23,6.2,0.042,15.0,93.0,0.9948,2.89,0.34,10.1,6,white,1,Medium,12.939521800281293,0.1612885882947495,62.62,Very_Acidic,0,0
7.2,0.47,0.65,8.3,0.083,27.0,182.0,0.9964,3.0,0.35,9.2,5,white,0,Low,15.286624203821658,0.14835083323718,76.36,Very_Acidic,0,0
6.8,0.28,0.36,1.6,0.04,25.0,87.0,0.9924,3.23,0.66,10.3,6,white,1,Medium,24.199288256227756,0.2873530189308169,16.48,Acidic,0,0
8.8,0.34,0.33,9.7,0.036,46.0,172.0,0.9966,3.08,0.4,10.2,5,white,0,Medium,25.806451612903224,0.26744030557961873,98.93999999999998,Acidic,0,0
9.2,0.27,0.34,10.5,0.043,49.0,228.0,0.9974,3.04,0.41,10.4,6,white,1,Medium,33.94833948339483,0.21491133810816618,109.2,Acidic,0,0
7.3,0.13,0.27,4.6,0.08,34.0,172.0,0.9938,3.23,0.39,11.1,7,white,1,Medium,55.725190839694655,0.19767326934145732,51.059999999999995,Acidic,0,0
7.2,0.16,0.35,1.2,0.031,27.0,84.0,0.9928,3.33,0.34,9.9,5,white,0,Low,44.72049689440994,0.3214247449435126,11.88,Moderate,0,0
6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,5,white,0,Low,21.864951768488744,0.24475353319207557,68.39999999999999,Acidic,0,0
8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,5,white,0,Low,22.991689750692522,0.13671821594446898,129.0,Very_Acidic,0,0
6.8,0.31,0.32,7.6,0.052,35.0,143.0,0.9959,3.14,0.38,9.0,5,white,0,Low,21.864951768488744,0.24475353319207557,68.39999999999999,Acidic,0,0
8.3,0.36,0.57,15.0,0.052,35.0,256.0,1.0001,2.93,0.64,8.6,5,white,0,Low,22.991689750692522,0.13671821594446898,129.0,Very_Acidic,0,0
6.3,0.25,0.44,11.6,0.041,48.0,195.0,0.9968,3.18,0.52,9.5,5,white,0,Low,25.099601593625497,0.24615258383290342,110.2,Acidic,0,0
6.0,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,5,white,0,Low,13.303769401330376,0.3096430982583845,9.9,Acidic,0,0
8.1,0.26,0.3,7.8,0.049,39.0,152.0,0.9954,2.99,0.58,10.0,6,white,1,Low,31.034482758620687,0.25657725936013576,78.0,Very_Acidic,0,0
6.4,0.22,0.32,12.0,0.066,57.0,158.0,0.9992,3.6,0.43,9.0,6,white,1,Low,28.959276018099548,0.36075721039740255,108.0,Moderate,0,0
5.7,0.45,0.42,1.1,0.051,61.0,197.0,0.9932,3.02,0.4,9.0,5,white,0,Low,12.638580931263858,0.3096430982583845,9.9,Acidic,0,0
7.2,0.19,0.31,1.4,0.046,37.0,135.0,0.9939,3.34,0.57,10.2,7,white,1,Medium,37.696335078534034,0.2740720439107858,14.279999999999998,Moderate,0,0
6.7,0.31,0.44,6.7,0.054,29.0,160.0,0.9952,3.04,0.44,9.6,5,white,0,Low,21.54340836012862,0.18124886719458003,64.32,Acidic,0,0
8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5,white,0,Low,31.872509960159363,0.22374327057867316,166.83999999999997,Very_Acidic,0,0
9.9,1.005,0.46,1.4,0.046,34.0,185.0,0.9966,3.02,0.49,10.2,4,white,0,Medium,9.84095427435388,0.18378279036329534,14.279999999999998,Acidic,0,1
8.1,0.31,0.36,8.2,0.028,29.0,142.0,0.9925,3.01,0.34,13.0,7,white,1,High,26.045016077170416,0.20422391391609918,106.6,Acidic,0,0
8.1,0.24,0.38,4.3,0.044,49.0,172.0,0.996,3.37,0.74,10.8,6,white,1,Medium,33.60995850622407,0.28488206463915905,46.44,Moderate,0,0
8.0,0.25,0.13,17.2,0.036,49.0,219.0,0.9996,2.96,0.46,9.7,5,white,0,Low,31.872509960159363,0.22374327057867316,166.83999999999997,Very_Acidic,0,0
6.4,0.29,0.28,11.1,0.063,66.0,169.0,0.9973,2.89,0.57,9.0,5,white,0,Low,21.993127147766327,0.3905302335489139,99.89999999999999,Very_Acidic,0,0
7.2,0.15,0.33,1.1,0.027,16.0,63.0,0.9937,3.37,0.4,9.9,5,white,0,Low,47.682119205298015,0.25396422279011444,10.89,Moderate,0,0
7.0,0.12,0.32,7.2,0.058,22.0,89.0,0.9966,3.29,0.38,9.2,6,white,1,Low,57.85123966942149,0.2471882338400692,66.24,Acidic,0,0
7.4,0.32,0.55,16.6,0.056,53.0,238.0,1.0017,2.96,0.58,8.7,6,white,1,Low,23.052959501557634,0.22268813996579845,144.42,Very_Acidic,0,0
8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,5,white,0,Medium,49.707602339181285,0.14285557301568114,10.1,Very_Acidic,0,0
8.5,0.17,0.31,1.0,0.024,13.0,91.0,0.993,2.79,0.37,10.1,5,white,0,Medium,49.707602339181285,0.14285557301568114,10.1,Very_Acidic,0,0
9.5,0.21,0.47,1.3,0.039,21.0,123.0,0.9959,2.9,0.64,9.5,5,white,0,Low,45.023696682464454,0.170730319265697,12.35,Very_Acidic,0,0
8.2,0.21,0.48,1.4,0.041,11.0,99.0,0.9958,3.17,0.57,9.9,5,white,0,Low,38.86255924170616,0.11110998878799204,13.86,Acidic,0,0
